Numéro de l'équipement sportif;Numéro de l'installation sportive;Date de l'enquête;Nom de l'installation sportive;SIRET Installation;Adresse;Code Postal;Commune nom;Commune INSEE;Type de particularité de l'installation;Unité Administrative Immatriculée (UAI);Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;Observation Installation;Date de changement d'état de la fiche d'enquête;Date de création de la fiche d'enquête;Installation hors-service;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Densite Niveau;Densite Catégorie;Département Code Complet;Réctorat Nom;ZRR Simplifié;Nom de l'équipement sportif;Type d'équipement sportif;Coordonnées;Nom du propriétaire;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Gestion en DSP;Arrêté d'ouverture au public;Type d'ERP de l'établissement;Catégorie ERP de l'établissement;Date de l'homologation préfectorale;Période de l'homologation préfectorale;Année de mise en service;Période de mise en service;Date des derniers gros travaux;Période des derniers gros travaux;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Nature de l'équipement sportif;Nature du sol;Longueur de l'aire d'évolution;Largeur de l'aire d'évolution;Hauteur de l'aire d'évolution;Surface de l'aire d'évolution;Eclairage de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires sportifs;Nombre de vestiaires arbitres/enseignants;Présence de douches;Présence de sanitaires;Types de locaux complémentaires;Types d'aménagements de confort;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;Equipement inscrit au PDESI / PDIPR;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;SAE: nombre de couloirs de la structure;Type de pas de tir;Adresse internet de l'équipement;Type d'utilisation;Equipement d'accès libre;Ouverture exclusivement saisonnière;Observation Equipement;Famille d'équipement sportif;Code du type d'équipement sportif;RNB ID;Accessibilité de l'installation en faveur des personnes en situation de handicap;Accessibilité de l'installation en transport en commun;Installation particulière;Locaux complémentaires;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Longitude;Latitude;Type de particularité de l'installation (brute);Activités;QPV;QPV à 200 mètres;Catégorie;gen_2024Fin_Labellisation
E003I620480002;I620480002;2025-03-31;COMPLEXE BASLY;;r leon blum;62260;Auchel;62048;Complexe sportif,Piscine;;;;;2024-04-24;2005-08-24;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62048;Auchel;622;Béthune;2;Centres urbains intermédiaires;62;Académie de Lille;NC - Commune non classée;TERRAIN DE HANDBALL;Terrain de handball;50.506017, 2.468287;;Commune;;Commune;;false;false;;;;;1980;1975-1984;;;;;Découvert;Bitume;40.0;20.0;;800.0;false;;0;2;0;true;true;;;;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités""]";true;false;RAS;;;;;Terrain extérieur de petits jeux collectifs;2903;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;2.468287;50.506017;"[""Complexe sportif"", ""Piscine""]";['Handball / Mini hand / Handball de plage']
E002I625590002;I625590002;2025-03-31;COMPLEXE SPORTIF DU COLLEGE DES MARCHES DE L'ARTOIS;19620130500014;17 Rue de la Mairie;62860;Marquion;62559;Complexe sportif,Piscine,Etablissement scolaire;0620130E;"[""Handicap moteur""]";;;2024-09-02;2005-10-20;;200044048;62;Pas-de-Calais;32;Hauts-de-France;CC Osartis Marquion;59122;Cambrai;621;Arras;5;Bourgs ruraux;62;Académie de Lille;NC - Commune non classée;SALLE DES SPORTS;Salle multisports (gymnase);50.208824, 3.083038;Département;Département;;Département;;false;;;;;;;1965-1974;2004;1995-2004;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Synthétique (hors gazon);50.0;25.0;5.0;1250.0;true;;0;2;0;true;true;"[""Bureau(x) Club(s)"", ""Local de rangement""]";;;;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;SAINTOBERT;Jacques;mairiedemarquion@orange.fr;;Salle multisports;1901;;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.083038;50.208824;"[""Complexe sportif"", ""Piscine"", ""Etablissement scolaire""]";['Badminton', 'Jeu de volant', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Gymnastique Artistique', 'Gymnastique Rythmique', 'Handball / Mini hand / Handball de plage', 'Tennis de table', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']
E004I590330010;I590330010;2025-03-31;Complexe Aquatique l'Aiguade;20004339600015;Rue Parmentier;59620;Aulnoye-Aymeries;59033;Piscine;;"[""Handicap moteur""]";;Travaux dans le cadre du plan 5000 équipements;2019-04-13;2005-11-21;;200043396;59;Nord;32;Hauts-de-France;CA Maubeuge Val de Sambre;59033;Aulnoye-Aymeries;591;Avesnes-sur-Helpe;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;Petit Bassin Ludique;Bassin ludique de natation;50.202904, 3.835044;CA MAUBEUGE VAL DE SAMBRE;EPCI;EPCI;EPCI;;false;true;"[""X""]";3;;;2005;A partir de 2005;2025;;"[""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)"", ""Inadaptation aux attentes des usagers"", ""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;0;0;;true;;;Aire de jeu,Cheminements,Douches,Sanitaires;Sanitaires;;;7.0;110.0;0.9;1.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;Travaux dans le cadre du plan 5000 équipements;;;;;Bassin de natation;103;;true;false;true;false;false;false;true;true;true;true;false;false;false;true;false;false;false;3.835044;50.202904;"[""Piscine""]";['Baignade loisirs']
E004I590360001;I590360001;2025-03-31;Piscine Laurent Swaenepoel;21590036600018;Rue du Châteu Gaillard;59440;Avesnes-sur-Helpe;59036;Piscine;;"[""Handicap moteur""]";"[""Bus"", ""Train""]";;2015-12-11;2005-11-07;;200043263;59;Nord;32;Hauts-de-France;CC Cœur de l'Avesnois;59036;Avesnes-sur-Helpe;591;Avesnes-sur-Helpe;3;Petites villes;59;Académie de Lille;NC - Commune non classée;Salle de Danse;Salle de danse;50.12056, 3.92231;;Commune;Commune;Commune;;false;false;;;;;;1985-1994;;;;"[""Gaz""]";Intérieur;Parquet;18.0;3.2;2.5;57.6;true;;0;0;0;false;false;;;Aire de jeu,Cheminements;;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations""]";false;false;;;;;;Salle ou terrain spécialisé;2105;;true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;3.92231;50.12056;"[""Piscine""]";['Autres Danses']
E004I592490005;I592490005;2025-03-31;PISCINE MUNICIPALE;21590249500013;AVENUE DU GENERAL DE GAULLE;59610;Fourmies;59249;Piscine;;;;;2024-01-30;2005-11-08;;200043404;59;Nord;32;Hauts-de-France;CC du Sud Avesnois;59249;Fourmies;591;Avesnes-sur-Helpe;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;GRAND BASSIN;Bassin sportif de natation;50.01923, 4.05141;Mairie de Fourmies;Commune;;Commune;;false;true;"[""X""]";3;;;1974;1965-1974;1996;1995-2004;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;2;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement""]";;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;25.0;15.0;375.0;1.8;3.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;memes vestiaires, sanitaires douches pour les 2 bassins. x;GUINOT;Stéphane;sguinot@fourmies.fr;03 27 63 35 82;Bassin de natation;102;;false;false;true;true;true;true;false;true;true;true;false;false;false;true;false;false;false;4.05141;50.01923;"[""Piscine""]";['Baignade loisirs', 'Natation course sportive', 'Plongée subaquatique (Plongée libre)']
E004I595990002;I595990002;2025-03-31;Tourcoing les Bains;40998484600041;Rue Aristide Briand;59200;Tourcoing;59599;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2011-11-29;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Salle de Fitness;Salle de cours collectifs;50.724367, 3.160383;Ville de Tourcoing;Commune;;Etablissement privé commercial;;false;true;"[""X""]";2;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Parquet;13.0;5.0;5.0;65.0;true;;0;8;0;true;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna""]";Accueil,Aire de jeu,Cheminements,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;;HENRY;Christophe;chenry@ville-tourcoing.fr;03 59 63 44 68;Equipement d'activités de forme et de santé;801;Z472FH2KCM6B;true;false;true;true;true;true;true;true;false;true;false;false;false;true;false;false;false;3.160383;50.724367;"[""Piscine""]";['Activités de forme et de santé']
E004I600570045;I600570045;2025-03-31;Aquaspace;20006799900017;7 rue Antonio de Hojas;60000;Beauvais;60057;Piscine;;"[""Handicap moteur""]";;Présence d'une rivière exterieure de 120m et de trois bassins (ouverts que l'été)Le terrain appartient à la ville de Beauvais mais l'installation appartient à l'agglomération de Beauvais.;2024-04-24;2009-09-13;;200067999;60;Oise;32;Hauts-de-France;CA du Beauvaisis;60057;Beauvais;601;Beauvais;2;Centres urbains intermédiaires;60;Académie d'Amiens;NC - Commune non classée;Bassin de loisirs;Bassin ludique de natation;49.451773, 2.094182;;EPCI;;Commune;;false;true;"[""X""]";2;;;2008;A partir de 2005;;;;"[""Gaz"", ""Solaire""]";Intérieur;Carrelage;;;;;true;;300;6;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires;Sanitaires;;;;300.0;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;RAS;LEROY;Olivier;o.leroy@beauvaisis.fr;03 44 15 67 98 / 06 99 13 56 09;Bassin de natation;103;2D2RTZT5H2QT;true;false;true;true;true;true;true;true;true;true;true;false;false;true;false;false;false;2.094182;49.451773;"[""Piscine""]";['Baignade loisirs']
E003I591830058;I591830058;2025-03-31;PISCINE PAUL ASSEMAN;20002715900017;1 Place Paul Asseman;59140;Dunkerque;59183;Piscine;;;;Présence d'un bassin Scientifique de 5m*3m avec turbine et moyen d'analyse par caméra qui permet d'analyser la technique et la biomécanique du nageur dans les 4 nages;2024-09-19;2005-12-11;;245900428;59;Nord;32;Hauts-de-France;CU de Dunkerque;59183;Dunkerque;594;Dunkerque;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Salle de musculation;Salle de musculation/cardiotraining;51.04782, 2.38636;;Commune;;Commune;;false;true;"[""X""]";2;;;2011;A partir de 2005;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);;;2.5;110.0;true;;0;10;1;true;true;"[""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations""]";false;false;RAS;;;;;Equipement d'activités de forme et de santé;802;1QRWDV52174Z;false;false;true;true;true;true;false;true;true;true;false;false;false;false;false;false;false;2.38636;51.04782;"[""Piscine""]";['Musculation']
E003I592860012;I592860012;2025-03-31;"Centre Aquatique Loos Haubourdin ""NEPTUNIA""";20009320100081;Rue Thirion et Ferron;59320;Haubourdin;59286;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;true;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;salle de Musculation;Salle de musculation/cardiotraining;50.61451, 2.99678;;EPCI;;EPCI;;false;true;"[""X""]";2;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);12.0;6.0;;72.0;true;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations""]";false;false;;;;;;Equipement d'activités de forme et de santé;802;N87HD4E2E758;true;false;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;2.99678;50.61451;"[""Piscine""]";['Musculation']
E003I595990002;I595990002;2025-03-31;Tourcoing les Bains;40998484600041;Rue Aristide Briand;59200;Tourcoing;59599;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2011-11-29;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Salle de Cardio Trainning;Salle de musculation/cardiotraining;50.724367, 3.160383;Ville de Tourcoing;Commune;;Etablissement privé commercial;;true;true;"[""X""]";2;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);17.0;10.0;5.0;170.0;true;;0;8;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;;HENRY;Christophe;chenry@ville-tourcoing.fr;03 59 63 44 68;Equipement d'activités de forme et de santé;802;Z472FH2KCM6B;true;false;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;3.160383;50.724367;"[""Piscine""]";['Activités de forme et de santé', 'Musculation']
E003I591830087;I591830087;2025-03-31;Piscine Georges Guynemer;20002715900017;r du tornegat;59140;Dunkerque;59183;Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";"[""Bus""]";;2024-01-30;2018-10-01;;245900428;59;Nord;32;Hauts-de-France;CU de Dunkerque;59183;Dunkerque;594;Dunkerque;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Fosse à plongée;Fosse à plongée;51.021923, 2.32902;;Commune;;Commune;;false;true;;;;A partir de 2005;2017;;;;;"[""Gaz"", ""Autre""]";Intérieur;Carrelage;;;4.0;;true;;0;8;1;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Aire de jeu,Cheminements,Sanitaires,Signalétique,Vestiaires;;;6.0;;3.0;20.0;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations""]";;false;Bassins de 5 mètres et 3 mètres de profondeur pour accéder à la fosse de plongée. x;CAGNA-FLAHAUT;Anne;anne.cagna@ville-dunkerque.fr;03 28 59 97 45 / 07 85 69 03 54;Bassin de natation;105;;true;true;true;true;true;true;true;true;true;true;false;true;true;true;true;false;true;2.32902;51.021923;"[""Piscine""]";['Plongée subaquatique (Plongée libre)']
E003I595120028;I595120028;2025-03-31;Centre Nautique THALASSA;20009320100081;37 Rue de l'Épeule;59100;Roubaix;59512;Piscine;;;;"piscine actuellement fermée pour travaux, réouverture prévu au mieux fin 2026
Travaux subventionné par l'Agence National du Sport (ANS)";2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;PISCINE BASSIN MIXTE;Bassin mixte de natation;50.691306, 3.16359;EPCI;EPCI;;EPCI;;false;true;"[""X""]";2;;;1990;1985-1994;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;5;0;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement""]";"[""Bain(s) de vapeur / hammam"", ""Solarium""]";Aire de jeu,Vestiaires;;;47.0;15.0;705.0;0.6;2.5;;;;;;http://thalassaroubaix.fr/thalassa/entree-a-la-piscine;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;Travaux subventionné par l'Agence National du Sport (ANS);;;;;Bassin de natation;101;3A4C7S2WNATR;false;false;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;3.16359;50.691306;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I020370001;I020370001;2025-03-31;Complexe sportif;21020037400010;r de la piscine;02000;Aulnois-sous-Laon;02037;Complexe sportif,Piscine;;"[""Handicap moteur""]";;Parking dans la rue adjacente. Une place de parking pour PH se situe devant l'entrée.;2024-02-22;2005-02-24;;200043495;2;Aisne;32;Hauts-de-France;CA du Pays de Laon;02408;Laon;022;Laon;5;Bourgs ruraux;02;Académie d'Amiens;NC - Commune non classée;Grand bassin;Bassin ludique de natation;49.60678, 3.61365;Commune de Aulnoye sous Laon;Commune;;Commune;;;;;;;;;Avant 1945;;;;;Découvert;Carrelage;;;;;true;;0;2;0;;true;"[""Réception / Accueil"", ""Infirmerie""]";;Aire de jeu,Vestiaires;;;25.0;19.0;475.0;0.7;2.6;;;;;;;"[""Individuel(s),famille(s)""]";;true;2 pataugeoires.;PERROUX;Virginie;mairieaulnois@gmail.com;03 23 22 80 11;Bassin de natation;103;;true;false;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;3.61365;49.60678;"[""Complexe sportif"", ""Piscine""]";['Baignade loisirs']
E001I020710003;I020710003;2025-03-31;"Camping ""La Croix du vieux Pont";;r de la fabrique;02290;Berny-Rivière;02071;Piscine;;"[""Handicap moteur""]";;660 emplacements (Châlets, Cabanes dans les arbres et tentes);2024-02-05;2005-12-22;;200071991;2;Aisne;32;Hauts-de-France;CC Retz-en-Valois;60159;Compiègne;024;Soissons;6;Rural à habitat dispersé;02;Académie d'Amiens;NC - Commune non classée;Grand bassin Extérieur;Bassin ludique de natation;49.40507, 3.12937;;Etablissement privé commercial;;Etablissement privé commercial;;;;;;;;1975;1975-1984;;;;;Découvert;Synthétique (hors gazon);;;;;false;;0;;0;;true;"[""Réception / Accueil"", ""Buvette"", ""Local de rangement""]";"[""Bain(s) bouillonnant(s)"", ""Solarium""]";;;;16.0;7.0;118.0;0.9;2.5;;;;;;;"[""Individuel(s),famille(s)""]";;false;RAS;HERTAULT;Hervé;mairiede.berny-riviere@wanadoo.fr;;Bassin de natation;103;;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.12937;49.40507;"[""Piscine""]";['Baignade loisirs']
E001I022090001;I022090001;2025-03-31;Piscine Municipale (type entérée);21020194300011;1 rue de chaury;02330;Condé-en-Brie;02209;Piscine;;"[""Handicap moteur""]";"[""Bus""]";Parking place de la mairie - 1 table de tennis de table en ciment + aire de pique-nique. Ouvrira du 08 juillet 2024 au 14 août 2024 (Piscine municipale ouverte 1 mois et demi chaque années depuis qq années et déclarée chaque saison à la SDJES 02).;2024-07-03;2005-10-27;false;200072031;2;Aisne;32;Hauts-de-France;CA de la Région de Château-Thierry;51217;Dormans;021;Château-Thierry;6;Rural à habitat dispersé;02;Académie d'Amiens;C - Classée en ZRR;Piscine Municipale (type entérée);Bassin ludique de natation;49.00427, 3.55535;Mairie de Condé-en-Brie;Commune;;;;;true;"[""PA""]";5;;;2000;1995-2004;2023;;"[""Vétusté normale"", ""remise à niveau""]";"[""Electricité""]";Découvert;Carrelage;;;;;false;;0;2;0;;true;"[""Infirmerie""]";;Aire de jeu,Douches,Sanitaires,Vestiaires;;;12.4;6.2;76.9;0.8;1.6;;;;;;www.conde-en-brie.fr;"[""Individuel(s),famille(s),Autre - association(s) et groupes divers""]";;true;Piscine ouverte en juillet-août. Ouvrira du 08 juillet 2024 au 14 août 2024.;DROUHIN;Stéphanie;mairie.de.conde.en.brie@wanadoo.fr;03 23 82 43 36;Bassin de natation;103;;true;true;true;true;true;false;true;false;true;true;false;false;false;false;false;false;false;3.55535;49.00427;"[""Piscine""]";['Baignade loisirs']
E001I021680004;I021680004;2025-03-31;Complexe Citélium;;zone de la moiserie;02400;Château-Thierry;02168;Piscine;;"[""Handicap moteur""]";"[""Bus""]";4 places avec bornes de recharges sont disponibe pour les véhicules éléctrique.;2024-09-24;2017-03-28;;200072031;2;Aisne;32;Hauts-de-France;CA de la Région de Château-Thierry;02168;Château-Thierry;021;Château-Thierry;2;Centres urbains intermédiaires;02;Académie d'Amiens;C - Classée en ZRR;Toboggan;Bassin de réception de toboggan;49.06838, 3.39057;CARCT;Etablissement privé commercial;;Etablissement privé commercial;;true;true;"[""X""]";2;;;2016;A partir de 2005;;;;"[""Autre""]";Intérieur;Béton;;;;;true;;120;6;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium""]";Accueil,Douches,Sanitaires,Tribunes,Vestiaires;Sanitaires,Signalétique,Tribunes,Vestiaires;;6.0;3.0;18.0;0.3;1.0;;;;;;http://www.complexe-citelium.fr;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;;;;;;Bassin de natation;106;;true;true;true;true;true;true;false;false;true;true;true;false;false;true;true;true;true;3.39057;49.06838;"[""Piscine""]";['Baignade loisirs']
E001I023400001;I023400001;2025-03-31;Piscine;24020026100024;Rue de Picardie;02430;Gauchy;02340;Piscine;;"[""Handicap moteur""]";;"10  places privées pour la piscine
parking non délimité le long de la route
Caneton";2024-02-23;2005-12-14;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;4;Ceintures urbaines;02;Académie d'Amiens;NC - Commune non classée;Petit bassin;Bassin ludique de natation;49.83087, 3.2914;Communauté d'Agglomération Saint-Quentin;EPCI;;EPCI;;false;true;"[""X""]";4;;;1978;1975-1984;;;;"[""Gaz""]";Intérieur;Carrelage;;;1.0;;true;;0;2;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Sauna""]";Aire de jeu,Vestiaires;;;10.0;6.0;60.0;1.0;1.0;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";;false;;DEMURGER;Xavier;xavier.demurger@saint-quentin.fr;03 23 06 90 94;Bassin de natation;103;BB2C4RPQF8KQ;true;false;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;3.2914;49.83087;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E001I026910012;I026910012;2025-03-31;Piscine Jean Bouin;20007189200067;Rue Gaston Bachelard;02100;Saint-Quentin;02691;Piscine;;"[""Handicap moteur""]";;"2 douches publiques + sanitaires publiques
La piscine possede un toit permettant de découvrir les 3 bassins
Jardin aquatique & natation prénatale";2024-01-30;2005-12-13;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Grand bassin intérieur;Bassin mixte de natation;49.8537, 3.30916;Communauté d'Agglomération du Saint-Quentinois;EPCI;;EPCI;;false;true;"[""X""]";2;2018-10-02;;2021;1975-1984;2018;;"[""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)"", ""Mise en conformité avec les normes AFNOR ou règles fédérales"", ""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Découvert;Carrelage;;;;;false;;300;6;3;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Solarium""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Cheminements,Sanitaires,Vestiaires;;25.0;15.0;375.0;1.7;2.4;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;RAS;LIEBERT;Christophe;Christophe.liebert@casq.fr;03-23-62-82-67 ou 07-85-58-87-44;Bassin de natation;101;;true;false;true;true;true;true;true;true;true;true;false;false;true;true;false;false;true;3.30916;49.8537;"[""Piscine""]";['Baignade loisirs', 'Nage avec palmes', 'Natation course sportive', 'Natation synchronisée', 'Plongée subaquatique (Plongée libre)', 'Sauvetage en eau plate']
E001I026910035;I026910035;2025-03-31;Base Urbaine de Loisirs de Saint Quentin;24020026100024;4 Rue Lamartine;02100;Saint-Quentin;02691;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.";2024-04-23;2012-06-07;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Patinoire;Aire de sports de glace ludique;49.839115, 3.284736;Communauté d'Agglomérations de Saint Quentin;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";3;;;2010;A partir de 2005;;;;"[""Gaz""]";Intérieur;Glace;;;8.9;1400.0;true;;350;2;0;false;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;Evenements, spectacle,courses de kart sur glace;Richile;;;;Aire de sports de glaces;1503;NNH171HDB4CR;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;3.284736;49.839115;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Ballet sur glace / Danse sur glace / Patinage artistique']
